Centro,Municipio,Sitio,N�mero,T�tulo,F.Inicio,F.Fin,Especialidad,Elemento,Tecnologia,Tipo Equipo,Clave Cierre,SW,HW,C,AC,DC,PC,MTTO,AT,D,P,BT,Estado,Observaciones,descripcion,�tima Acci�n ,Tg (min)
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,CAM SAN JOSE,T20220329091819095,wifi fuera de servicio por fallo de ac,29/03/2022 09:18:00 a.�m.,29/03/2022 02:00:00 p.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio ok.,Se interrumpe el servicio por fallo de ac en el sitio. Se llama a la OBE y se ve que hay via libre hasta las 6 de la tarde.,se establecio la corriente y todo salio ok. ,282
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,CENTRO_MULTISERVICIOS,T20220329091234023,wifi fuera de servicio a causa de fallo de ac,29/03/2022 09:12:00 a.�m.,29/03/2022 01:00:00 p.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio OK.,Se interrumpe el servicio por fallo de ac en el sitio. Se llama a la OBE y se ve que hay via libre hasta las 6 de la tarde.,se establecio la corriente en el sitio y todo salio OK. ,228
CT SAN JOSE DE LAS LAJAS,Quivican,RBS PABLO NORIEGA,T20220326232307013,RBS fuera de servicio,26/03/2022 10:03:00 p.�m.,28/03/2022 11:42:00 a.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,  Se solucionan los problemas el�ctricos en el local y restablece el servicio.,"RBS fuera de servicio. No hay indicios de fallo AC por OBE. Local cerrado, notificada la Movil e intervencion SJ.",Se solucionan los problemas el�ctricos en el local y restablece el servicio.,2259
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT JIBACOA PUEBLO,T20220326084055005,GE fuera de servicio,26/03/2022 08:40:00 a.�m.,08/04/2022 04:00:00 p.�m.,"Energetica, Climatizacion y SPI",FP MPSU 9000,ELTEK,Rectificadores Conmutados,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,"Papo de energ�tica informa que dicho GE ya se encuentra en servicio al ser reemplzada la bater�a de arranque, el cargador y nos cables que van hacia el relay.",GE fuera de servicio. Bateria de arranque en mal estado,"Papo de energ�tica informa que dicho GE ya se encuentra en servicio al ser reemplzada la bater�a de arranque, el cargador y nos cables que van hacia el relay.",19160
CT SANTA CRUZ DEL NORTE,JARUCO,CT JARUCO,T20220325160859051,wifi fuera de servicio por fallo de ac,25/03/2022 04:08:00 p.�m.,25/03/2022 07:00:00 p.�m.,Acceso,Access Point (AP),ACCESS POINT (AP),Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio ok.,se fue la corriente en el sitio y al no estar el grupo del centro funcionando se interrumpio la wifi.,se establecio la corriente en el sitio y todo salio ok.,172
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,JOVEN CLUB PARQUE SAN JOSE,T20220325160505059,wifi fuera de servicio por fallo de ac,25/03/2022 04:05:00 p.�m.,25/03/2022 07:00:00 p.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio ok.,se fue la corriente en el sitio y se interrumpio el servicio de wifi del mismo.,se establecio la corriente en el sitio y todo salio ok.,175
CT SANTA CRUZ DEL NORTE,Jaruco,JARUCO TV,T20220325155101019,rbs fuera de servicio por fallo de ac,25/03/2022 03:51:00 p.�m.,25/03/2022 07:00:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio ok.,Se fue la corriente en el sitio y interrumpio el servicio de RBS.,se establecio la corriente en el sitio y todo salio ok.,189
CT GUINES,San Nicolas de Bari,RBS PREUNIVERSITARIO SN,T20220325154933005,rbs fuera de servicio por fallo de ac,25/03/2022 03:49:00 p.�m.,25/03/2022 07:00:00 p.�m.,Acceso,RBS 6330,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio ok.,Se fue la corriente en el sitio y interrumpio el servicio de RBS.,se establecio la corriente en el sitio y todo salio ok.,191
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,RBS 4ESQBOULEVARD,T20220325154805093,rbs fuera de servicio por fallo de ac,25/03/2022 03:48:00 p.�m.,25/03/2022 06:00:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio ok.,Se fue la corriente en el sitio y interrumpio el servicio de RBS.,se establecio la corriente en el sitio y todo salio ok.,132
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,CAM SAN JOSE,T20220325154553074,rbs fuera de servicio por fallo de ac,25/03/2022 03:45:00 p.�m.,25/03/2022 07:00:00 p.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio ok.,Se fue la corriente en el sitio y interrumpio el servicio de RBS.,se establecio la corriente en el sitio y todo salio ok.,195
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,RBS MICRO SAN JOSE,T20220325154313081,rbs fuera de servicio,25/03/2022 03:43:00 p.�m.,25/03/2022 07:00:00 p.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,se establecio la corriente en el sitio y todo salio ok.,Se fue la corriente en el sitio y interrumpio el servicio de RBS.,se establecio la corriente en el sitio y todo salio ok.,197
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,COCC 1,T20220323170954039,AC1 con alarma Comp discharge HP lock,23/03/2022 05:09:00 p.�m.,23/03/2022 07:43:00 p.�m.,"Energetica, Climatizacion y SPI",85300 BTU/h,HUAWEI,CC Tecnologico,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,"Se puentiaron los cables de entrada y salida de la tarjeta de control de velocidad del fan de la unidad exterior, y asi eliminar la misma, los fanes se encuentran trabajando a una velocidad fija.",Sale alarma compresor bloqueado por alta presion en el AC1 del DATCENTER,"Se puentiaron los cables de entrada y salida de la tarjeta de control de velocidad del fan de la unidad exterior, y asi eliminar la misma, los fanes se encuentran trabajando a una velocidad fija.",154
CT SANTA CRUZ DEL NORTE,JARUCO,CT BAINOA,T20220323073441017,LSW fuera de servicio ,23/03/2022 07:34:00 a.�m.,24/03/2022 07:30:00 p.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,"Especialidad de energ�tica define afectado con un corto circuito fijo el Primer Nivel del SPI y se decide energizar el equipamiento presindiendo de este, quedando pendiente reparaci�n del nivel SPI averiado.",LSW fuera de servicio . Se verifica que no hay fallo de AC y se notifica a intervenci�n.,"24-03-2022 08:30. Se realiza un reset a unidad ISA-8FE del MUX-1642 sin obtener restablecimiento del servicio LSW afectado.
24-03-2022 09:00. Se informa a J�Ctro. Jaruco y J�Operaciones Sta.Cruz con el objetivo de que env�en personal t�cnico al sitio.
24-03-2022 15:30. Restablece el servicio WiFi luego de un reset al Back-UPS apagado. Back-UPS que alimenta al terminal LSW.
24-03-2022 15:55. Servicio WiFi interrumpido nuevamente.
24-03-2022 16:15. J�de Planta Exterior de NX define, luego de intentar restablecer el servicio WiFi, que existe un corto circuito general en el local que ahora ha sacado de servicio al panel principal de energ�a y dejado el local trabajando con bater�as de respaldo, lo que significa que la telefon�a fija queda trabajando bajo el respaldo de estas bater�as.
",2156
CT GUINES,Batabano,RBS CAMACHO,T20220322170017065,RBS interrumpida por fallo AC,22/03/2022 03:15:00 p.�m.,22/03/2022 06:00:00 p.�m.,Acceso,RBS 2106,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el Ac en el sitio.,RBS interrumpida por fallo AC,Restablece el Ac en el sitio.,165
CT GUINES,GUINES,CT CATALINA DE GUINES,T20220322142721033,RBS interrumpida por fallo AC,22/03/2022 02:03:00 p.�m.,22/03/2022 04:00:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el Ac en el sitio.,RBS interrumpida por fallo AC,Restablece el Ac en el sitio.,117
CT GUINES,GUINES,CT CATALINA DE GUINES,T20220322142413084,WIFI interrumpida por fallo AC,22/03/2022 12:38:00 p.�m.,22/03/2022 04:00:00 p.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el Ac en el sitio.,WIFI interrumpida por fallo AC,Restablece el Ac en el sitio.,202
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,RBS MICRO SAN JOSE,T20220322135850007,RBS interrumpida por fallo AC,22/03/2022 12:29:00 p.�m.,22/03/2022 08:00:00 p.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el Ac en el sitio.,RBS interrumpida por fallo AC,Restablece el Ac en el sitio.,451
CT SAN JOSE DE LAS LAJAS,Quivican,CAM QUIVICAN,T20220321075654090,RBS MICRO PARQUE QUIVICAN fuera de sevicio,21/03/2022 07:56:00 a.�m.,21/03/2022 11:00:00 p.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,se reinicio la MMU DEL MINILINK del CT de vega y se establecieron los servicios.,RBS MICRO PARQUE QUIVICAN fuera de sevicio potr fallo AC,se reinicio la MMU DEL MINILINK del CT de vega y se establecieron los servicios. ,904
CT GUINES,Melena del Sur,RBS LA LUISA,T20220320224847087,RBS LA LUISA fuera de servicio. ,20/03/2022 09:40:00 p.�m.,21/03/2022 11:00:00 p.�m.,Acceso,RBS 2106,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,se reinicio la MMU DEL MINILINK del CT de vega y se establecieron los servicios.,"RBS RBS LA LUISA fuera de servicio por fallo AC. Restablece AC en el sitio y se queda fuera de servicio la RBS por problemas en el mini-link CT San Antonio de las Vegas, se intenta resolver reseteando el mini-link por software pero no nos permite realizarlo.",se reinicio la MMU DEL MINILINK del CT de vega y se establecieron los servicios. ,1520
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,RBS SAN A. DE LAS VEGAS,T20220320224355065,RBS SAN A. DE LAS VEGAS fuera de servicio.,20/03/2022 09:40:00 p.�m.,21/03/2022 10:05:00 a.�m.,Acceso,RBS 2106,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,se reinicio la MMU DEL MINILINK del CT de vega y se establecieron los servicios.,"RBS SAN A. DE LAS VEGAS fuera de servicio por fallo AC. Restablece AC en el sitio y se queda fuera de servicio la RBS por problemas en el mini-link CT San Antonio de las Vegas, se intenta resolver reseteando el mini-link por software pero no nos permite realizarlo.",se reinicio la MMU DEL MINILINK del CT de vega y se establecieron los servicios. ,745
CT GUINES,GUINES,CT CATALINA DE GUINES,T20220320132635049,RBS CT CATALINA DE GUINES fuera de servicio.,20/03/2022 01:26:00 p.�m.,20/03/2022 04:34:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece  AC en el sitio.,"RBS CT CATALINA DE GUINES fuera de servicio por fallo AC por deficit de generacion en la provincia, el GE se encuentra manual se le informa a intrvencion.",Restablece  AC en el sitio.,188
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,JOVEN CLUB PARQUE TECNOLOGICO SAN JOSE,T20220320083828086,RBS MICRO JOVEN CLUB fuera de servicio ,20/03/2022 08:38:00 a.�m.,20/03/2022 11:16:00 a.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,  Restablece el Ac en el sitio.,RBS MICRO JOVfuera de servicio por fallo de AC. Deficit de generacion en la provincia informa la OBE,Restablece el Ac en el sitio.,158
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,OUTDOOR JAMAICA,T20220320083617010,RBS URA JAMAICA fuera de servicio,20/03/2022 08:30:00 a.�m.,20/03/2022 11:16:00 a.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el Ac en el sitio.,RBS URA JAMAICA fuera de servicio por fallo de AC. Deficit de generacion en la provincia informa la OBE,Restablece el Ac en el sitio.,166
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,FISCALIA SJ,T20220320082827076,RBS FISCALIA fuera de servicio ,20/03/2022 08:12:00 a.�m.,20/03/2022 11:15:00 a.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el Ac en el sitio.,RBS FISCALIA fuera de servicio fuera de servicio.,Restablece el Ac en el sitio.,183
CT SAN JOSE DE LAS LAJAS,Bejucal,COMUNITARIA BEJUCAL,T20220319230055001,Sector 4 RBS LCOMUNITARIA BJ afectado,19/03/2022 11:00:00 p.�m.,20/03/2022 12:00:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Retorno AC al sitio,Se interrumpe el sector 4 de la RBS por un trabajo que estaba realizando la OBE en la zona., Retorno ac al sitio,780
CT SANTA CRUZ DEL NORTE,MADRUGA,CT AGUACATE,T20220319180251089,TRX 0 y 1 afectado,19/03/2022 06:02:00 p.�m.,25/03/2022 12:00:00 p.�m.,Acceso,BTS 6140,RADIOBASE,Movil,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Sustituci�n del Radio,"TRX 0 y 1 afectado, se bloquearon y se desbloquearon y no se resolvi� el problema, tambien se aplic� igual procedimiento con el TG 970 y no se resolvi�.",Sustituci�n del Radio,8278
CT SAN JOSE DE LAS LAJAS,Bejucal,RBS BUENAVENTURA,T20220319160821030,RBS interrumpida por fallo AC,19/03/2022 04:08:00 p.�m.,19/03/2022 04:38:00 p.�m.,Acceso,RBS 2206,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el Ac en el sitio.,Se interrumpe la RBS por fallo AC en el sitio,Restablece el Ac en el sitio.,30
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,CT TAPASTE,T20220319160509071,RBS interrumpida por fallo AC,19/03/2022 04:05:00 p.�m.,19/03/2022 04:35:00 p.�m.,Acceso,RBS 6301,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el Ac en el sitio.,Se interrumpe la RBS por fallo Ac en el sitio,Restablece el Ac en el sitio.,30
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,PALMARES DE CUMANAYAGUA (PTE BACUNAYAGUA),T20220317111437033,radio enlace fuera de servicio,17/03/2022 11:14:00 a.�m.,24/05/2023 12:00:00 p.�m.,Transmision,KOMBI MONOKOM,RADIO ENLACES SECUNDARIOS. RED DE ACCESO. ESTACION BASE. SISTEMA TRUNKING de ETECSA. MTTOS: 1,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,BT,0,0,0,0,0,0,0,0,0,0,1,CERRADO,Baja,El reparador fue al sitio y identifico que el problema era a causa del equipo de radio. Se llamo al grupo de radio enlace para que atendiera la interrupcion. ,Baja,623566
CT GUINES,MELENA DEL SUR,TRD MELENA DEL SUR,T20220316122806036,RBS MICRO PARQUE MELENA fuera de servicio ,16/03/2022 12:28:00 p.�m.,16/03/2022 01:50:00 p.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,  Restablece fallo AC,RBS MICRO PARQUE MELENA fuera de servicio por fallo AC.,Restablece fallo AC,82
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CAMPISMO PENAS BLANCAS,T20220316093348062,LSW CAMPISMO PE�AS BLANCAS fuera de servicio ,16/03/2022 08:33:00 a.�m.,16/03/2022 02:30:00 p.�m.,Acceso,LANSWITCH,LANSWITCH ACCESO,Red de Acceso,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,  Retorna fallo AC en el local restableciendo el servicio,LSW CAMPISMO PE�AS BLANCAS fuera de servicio por fallo AC,Retorna fallo AC en el local restableciendo el servicio,357
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,VSAT Ranchon Libertad Palmares 10.1.16.250,T20220314095705054,por mas de 48,14/03/2022 09:57:00 a.�m.,16/03/2022 08:00:00 a.�m.,Red de Acceso,VSAT,SISTEMA SATELITAL VSAT,Mantenimiento a los Sistemas de Microondas y Radio Enlaces principales y secundarios analogicos,PC,0,0,0,0,0,1,0,0,0,0,0,CERRADO,Se encuentra apagado por el cliente porque no est�n utilizando el servicio esperando por un terminal punto de venta (POS) que no lo han instalado,"10.1.16.250, no responde",Se encuentra apagado por el cliente porque no est�n utilizando el servicio esperando por un  terminal punto de venta (POS) que no lo han instalado,2763
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,COCC 1,T20220313105003042,Compresor bloqueado por alta presion.,13/03/2022 06:25:00 a.�m.,13/03/2022 11:12:00 a.�m.,"Energetica, Climatizacion y SPI",85300 BTU/h,HUAWEI,CC Tecnologico,C,0,0,1,0,0,0,0,0,0,0,0,CERRADO,Se repara el cablezdo que alimenta bobina del magnetico del ventilador.,Compresor de Aire Acondicionado-1 del Centro de Datos bloqueado por alta presion. Se informa a especialista y J�Energ�tica y Clima.,Reparaci�n del cableado que energiza a la bobina del magn�tico del ventilador.,287
CT SANTA CRUZ DEL NORTE,JARUCO,CT JARUCO,T20220310113435019,Grupo Electrogeno no transfiere,10/03/2022 11:34:00 a.�m.,28/03/2022 10:15:00 a.�m.,"Energetica, Climatizacion y SPI",MG 50 SSP/AA,GREYMO,Grupos Electrogenos,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Queda en servicio el grupo elect�geno,Grupo Electrogeno no transfiere. Indica Energetica que el AVR (exitacion del generador) se encuentra averiado.,Informa especialista de Energ�tica que el Grupo Electr�geno queda en servicio al sustituir la AVR(exitaci�n del generador),25781
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT BOCA DE JARUCO,T20220310111925024,Tarjeta AUP-175 con servicio defectuoso,10/03/2022 11:19:00 a.�m.,14/03/2022 12:00:00 p.�m.,Core,Ura EAR,AXE,URA,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Se realiz� un reset por HW,"Tarjeta AUP-175 con servicio defectuoso. Se prueban los numeros y tienen bajo completamiento, no se pueden hacer pruebas por TAU-1 con problemas. Se notifica a Intervenci�n NX",Se realiz� un reset por HW,5741
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT CAMILO CIENFUEGOS,T20220309133744035,Alarmas de Power A1 en Camilo,09/03/2022 01:37:00 p.�m.,09/03/2022 01:44:00 p.�m.,"Energetica, Climatizacion y SPI","MINIPACK 3,2 KW 48V",ELTEK,Rectificadores Conmutados,DC,0,0,0,0,1,0,0,0,0,0,0,CERRADO,se reinicia la tarjeta de control del rectificador y se quita la alarma.,Sale alarma de Power A1 en Camilo. Averiguo y hay corriente en el sitio. Se llama a intervenci�n para que acuda al sitio.,Se reinicia la tarjeta de control del modulode rectificador,7
CT SAN JOSE DE LAS LAJAS,QUIVICAN,Comunitaria QV,T20220309070124024,RBS-TV Comunitaria-QV sin servicio.,08/03/2022 08:50:00 p.�m.,09/03/2022 11:00:00 a.�m.,Acceso,RBS 6301,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Se dio un restar a la RBS Y se establecieron los servicios.,Quedando sin servicio la RBS-Comunitaria Quivican se procede a comprobar a trav�s del gestor que ha quedado aislada y se le informa a especialidad m�vil. El dDspacho de la El�ctrica informa de no tener afectaci�n en la zona. Se acord� intervenir en sitio para el d�a siguiente puesto que en el municipio existen otras 2 RBS que mantiene la cobertura.,Se dio un restar a la RBS Y se establecieron los servicios. ,850
CT SAN JOSE DE LAS LAJAS,Bejucal,COMUNITARIA BEJUCAL,T20220307235603095,RBS interrumpida por problemas con el MINILINK,07/03/2022 11:56:00 p.�m.,08/03/2022 11:34:00 a.�m.,Acceso,RBS 6301,RADIOBASE,Movil,SW,1,0,0,0,0,0,0,0,0,0,0,CERRADO,Se resetea la PDU(fuente) de la RBS y restablece el servicio.,"Se interrumpe la RBS por problemas con el MINILINK de Comunnitaria BJ, se le hicieron varias pruebas a travez de software y no se resolvi� el problema.",Se resetea la PDU(fuente) de la RBS y restablece el servicio.,698
CT SAN JOSE DE LAS LAJAS,SAN JOSE DE LAS LAJAS,ISCAH (INST SUP CIENCIAS AGRARIAS),T20220307094005089,RBS interrumpida por fallo AC,07/03/2022 09:40:00 a.�m.,07/03/2022 01:37:00 p.�m.,Acceso,BTS 6140,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio,Se interrumpe la RBS por fallo AC en el sitio.,Restablece el AC en el sitio,237
CT SAN JOSE DE LAS LAJAS,San Jose de las Lajas,CASA DE VISITAS MI REFUGIO,T20220307093655048,RBS interrumpida por fallo AC,07/03/2022 09:36:00 a.�m.,07/03/2022 01:37:00 p.�m.,Acceso,MicroRBS 6303,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,Restablece el AC en el sitio,Se interrumpe la RBS por fallo AC en el sitio.,Restablece el AC en el sitio,241
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT BOCA DE JARUCO,T20220305150225047,rbs fuera de servicio,05/03/2022 03:02:00 p.�m.,05/03/2022 04:20:00 p.�m.,Acceso,RBS 2106,RADIOBASE,Movil,AC,0,0,0,1,0,0,0,0,0,0,0,CERRADO,restablece el AC,se fue la corriente a causa de un corte de 33 mil que hubo en el sitio. El grupo no arranco y se informo a los jefes de operaciones. ,restablece el AC en el sitio,78
CT SAN JOSE DE LAS LAJAS,Bejucal,CAGUAZO,T20220304075216067,RBS interrumpida,04/03/2022 02:52:00 a.�m.,04/03/2022 04:30:00 p.�m.,Acceso,RBS 2106,RADIOBASE,Movil,HW,0,1,0,0,0,0,0,0,0,0,0,CERRADO,Restablecimiento de la operatividad de RBS despu�s de la sustituci�n del bloque RAU averiado en el terminal Mini-link.,RBS interrumpida por fallo Ac en el sitio,Bloque RAU averiado perteneciente al terminal Mini-link del sitio sustituido y se comprueba el restablecimiento de la operatividad de toda la RBS.,818
CT SANTA CRUZ DEL NORTE,SANTA CRUZ DEL NORTE,CT JIBACOA PLAYA,T20220302142010020,ALARMA DE HEARTBEAT FAILURE EN EL TSS DE PANORAMA ,02/03/2022 02:20:00 p.�m.,03/03/2022 07:28:00 a.�m.,Core,ANS,ANS,Central,MTTO,0,0,0,0,0,0,1,0,0,0,0,CERRADO,Cierre,"Informa Esp Mabel Ortiz: TAMBIEN EN LOS ELEMENTOS TGC,SBG,MGWMAT1y2 TGWPAN1 y MGWICPA.
ES DE CONOCIMIENTO DE NIVEL2",Cesa la alarma. Causa: Especialistas de Soporte Nivel 2 y operador trabajando. ,1028
